indicator,K,delta_K,r,delta_r,I0,delta_I0
positive,292991737.23185796,3.3210228806138413e-18,0.47328387482172624,0.05486106295571281,0.07739833381533663,0.04422689939623594
negative,47190250.18823079,1.2561488605167912e-13,0.4617919814518639,0.14197934014130092,0.8825128482890874,1.3023695168296636
posNeg,65164973.91435681,7.968572437681117e-14,0.4636292250155153,0.13400904919172923,0.9484188288118257,1.3215079528955676
pending,70092790.7178254,8.665576885033168e-19,2.9349738006274563e-08,0.09656090208711472,1.8958141985303367e-05,1.1887260729160917e-05
death,70092790.7178254,8.665576885033168e-19,2.9349738006274563e-08,0.09656090208711472,1.8958141985303367e-05,1.1887260729160917e-05
total,65164973.91435681,7.968572437681117e-14,0.4636292250155153,0.13400904919172923,0.9484188288118257,1.3215079528955676
