indicator,K,delta_K,r,delta_r,I0,delta_I0
positive,42409936.202466235,1.9490795011993487e-14,0.21584987654615898,0.031407019648109095,2.9924732664536364,0.8885964014260447
negative,299999990.05591893,4.983075727229495e-13,0.2813870860808034,0.02508446841416229,22.800931985669397,5.627580959874215
posNeg,299999999.5123962,6.298589093319461e-13,0.2759780179202328,0.02463873181688034,25.707494994291356,6.215534306757397
pending,68093520.33244468,5.400995136679685e-13,0.40647997102819994,0.05233899890490279,3.3915337889462327,1.8235820189529817
death,70092790.7178254,8.665576885033168e-19,2.9349738006274563e-08,0.09656090208711472,1.8958141985303367e-05,1.1887260729160917e-05
total,299999999.96736246,1.333889461830956e-12,0.33271659792068925,0.031465701469588395,21.725762654661544,6.872155584844779
